##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_013347855.1	PRJNA643263	SAMN12623627	JABVMG000000000.1	representative genome	7936	7936	Anguilla anguilla	na	fAngAng1	latest	Chromosome	Major	Full	2020/06/18	fAngAng1.pri	Vertebrate Genomes Project	GCA_013347855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/347/855/GCF_013347855.1_fAngAng1.pri	na	na	na	haploid	vertebrate_other	979029243	975160753	43.500000	19	53	53	NCBI RefSeq	NCBI Anguilla anguilla Annotation Release 100	2020/07/01	31451	25903	4976	15579387
GCF_900700415.2	PRJNA587748	SAMEA5339254	CAADHV000000000.1	representative genome	7950	7950	Clupea harengus	na	na	latest	Chromosome	Major	Full	2019/04/16	Ch_v2.0.2	UPPSALA UNIVERISTY	GCA_900700415.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/700/415/GCF_900700415.2_Ch_v2.0.2	na	na	na	haploid	vertebrate_other	786308905	785438214	44.000000	26	1723	3686	NCBI RefSeq	NCBI Clupea harengus Annotation Release 102	2021/07/23	32797	26665	5217	17123838
GCF_000002035.6	PRJNA13922	SAMN06930106	na	reference genome	7955	7955	Danio rerio	strain=Tuebingen	na	latest	Chromosome	Major	Full	2017/05/09	GRCz11	Genome Reference Consortium	GCA_000002035.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/035/GCF_000002035.6_GRCz11	na	na	na	haploid-with-alt-loci	vertebrate_other	1373454788	1368765506	36.500000	25	1917	31634	NCBI RefSeq	NCBI Danio rerio Annotation Release 106	2017/06/02	40031	26448	13161	23594743;11691861
GCF_003368295.1	PRJNA487739	SAMN09670328	QPKE00000000.1	representative genome	7957	7957	Carassius auratus	strain=Wakin	na	latest	Chromosome	Major	Full	2018/08/09	ASM336829v1	National Institutes of Health	GCA_003368295.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1	na	na	na	haploid	vertebrate_other	1820618472	1820393772	37.500000	59	6215	8462	NCBI RefSeq	NCBI Carassius auratus Annotation Release 100	2018/08/30	83674	53065	22695	18465995
GCF_019924925.1	PRJNA893619	SAMN20170273	JAIKLG000000000.1	representative genome	7959	7959	Ctenopharyngodon idella	na	HZGC_01	latest	Chromosome	Major	Full	2021/09/14	HZGC01	HuaZhong Agricultural University	GCA_019924925.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01	na	na	na	haploid	vertebrate_other	893198495	893048495	37.500000	24	30	30	NCBI RefSeq	GCF_019924925.1-RS_2023_02	2023/02/25	31777	25130	6056	18706492;35392810
GCF_018340385.1	PRJNA745992	SAMN17005855	JAEOAB000000000.1	representative genome	7962	7962	Cyprinus carpio	na	SPL01	latest	Chromosome	Major	Full	2021/05/12	ASM1834038v1	Chinese Academy of Fishery Sciences	GCA_018340385.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1	na	na	na	haploid	vertebrate_other	1680118328	1672146419	37.000000	50	6700	6700	NCBI RefSeq	NCBI Cyprinus carpio Annotation Release 101	2021/07/20	59559	43531	9553	8169959
GCF_023375975.1	PRJNA853366	SAMN25965548	JALAHU000000000.1	representative genome	7994	7994	Astyanax mexicanus	na	ESR-SI-001	latest	Chromosome	Major	Full	2022/05/19	AstMex3_surface	University of Missouri	GCA_023375975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/375/975/GCF_023375975.1_AstMex3_surface	na	na	na	haploid	vertebrate_other	1373169186	1373162186	38.000000	25	109	109	NCBI RefSeq	NCBI Astyanax mexicanus Annotation Release 103	2022/07/06	52771	26736	24483	na
GCF_001660625.3	PRJNA327588	SAMN03486842	LBML00000000.2	representative genome	7998	7998	Ictalurus punctatus	breed=USDA103	na	latest	Chromosome	Major	Full	2022/10/20	Coco_2.0	Auburn University	GCA_001660625.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/625/GCF_001660625.3_Coco_2.0	na	na	na	haploid	vertebrate_other	842926452	837416324	40.000000	29	136	136	NCBI RefSeq	GCF_001660625.3-RS_2023_03	2023/03/03	32344	23962	6873	14631650;27249958;37013528
GCF_013358815.1	PRJNA645070	SAMN12623625	JABVME000000000.1	representative genome	8005	8005	Electrophorus electricus	na	fEleEle1	latest	Chromosome	Major	Full	2020/06/23	fEleEle1.pri	Vertebrate Genomes Project	GCA_013358815.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/358/815/GCF_013358815.1_fEleEle1.pri	na	na	na	haploid	vertebrate_other	589358956	578759189	42.500000	26	89	89	NCBI RefSeq	NCBI Electrophorus electricus Annotation Release 101	2020/07/10	25923	22304	2881	na
GCF_011004845.1	PRJNA629749	SAMN12623624	JAAIYR000000000.1	representative genome	8010	8010	Esox lucius	na	fEsoLuc1	latest	Chromosome	Major	Full	2020/03/05	fEsoLuc1.pri	Vertebrate Genomes Project	GCA_011004845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/004/845/GCF_011004845.1_fEsoLuc1.pri	na	na	na	haploid	vertebrate_other	918731919	917709184	42.000000	25	52	52	NCBI RefSeq	NCBI Esox lucius Annotation Release 104	2020/05/01	30105	24647	5018	12742752
GCF_021184085.1	PRJNA726253	SAMN18987060	JAGYUW000000000.1	representative genome	8017	8017	Oncorhynchus gorbuscha	ecotype=Even-year	QuinsamMale2020	latest	Chromosome	Major	Full	2021/12/15	OgorEven_v1.0	Fisheries and Oceans Canada	GCA_021184085.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/184/085/GCF_021184085.1_OgorEven_v1.0	na	na	na	haploid	vertebrate_other	2690266878	2689078874	44.500000	27	19027	22555	NCBI RefSeq	NCBI Oncorhynchus gorbuscha Annotation Release 100	2022/01/26	59869	40846	14481	34919547
GCF_023373465.1	PRJNA906098	SAMN16447169	JAJNGS000000000.1	representative genome	8018	8018	Oncorhynchus keta	strain=PuntledgeMale-10-30-2019	na	latest	Chromosome	Major	Full	2022/05/16	Oket_V2	Fisheries and Oceans Canada	GCA_023373465.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/373/465/GCF_023373465.1_Oket_V2	na	na	na	haploid	vertebrate_other	2556461070	2556119101	44.000000	37	17479	17479	NCBI RefSeq	GCF_023373465.1-RS_2023_03	2023/03/03	66713	40661	22611	16284423;20616872
GCF_002021735.2	PRJNA378663	SAMN05991263	MPKV00000000.2	representative genome	8019	8019	Oncorhynchus kisutch	na	150728-3	latest	Chromosome	Major	Full	2019/11/04	Okis_V2	University of Victoria	GCA_002021735.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/735/GCF_002021735.2_Okis_V2	na	na	na	haploid	vertebrate_other	2375894934	2375426534	43.500000	30	4086	4481	NCBI RefSeq	NCBI Oncorhynchus kisutch Annotation Release 101	2019/11/27	63465	41269	19061	na
GCF_013265735.2	PRJNA639144	SAMN14537335	JAAXML000000000.2	representative genome	8022	8022	Oncorhynchus mykiss	na	Arlee	latest	Chromosome	Major	Full	2020/09/23	USDA_OmykA_1.1	USDA/ARS	GCA_013265735.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/265/735/GCF_013265735.2_USDA_OmykA_1.1	na	na	na	haploid	vertebrate_other	2341671972	2335487453	43.500000	32	938	938	NCBI RefSeq	NCBI Oncorhynchus mykiss Annotation Release 101	2020/10/06	72772	41896	28006	33616628;8587139
GCF_006149115.2	PRJNA548514	SAMN11519041	SZNR00000000.1	representative genome	8023	8023	Oncorhynchus nerka	na	On170113-E2	latest	Chromosome	Minor	Full	2019/06/07	Oner_1.1	Fisheries and Oceans Canada	GCA_006149115.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/149/115/GCF_006149115.2_Oner_1.1	na	na	na	haploid	vertebrate_other	1925195863	1851124100	43.500000	29	36659	36659	NCBI RefSeq	NCBI Oncorhynchus nerka Annotation Release 100	2021/05/24	45668	37942	5200	na
GCF_905237065.1	PRJNA788898	SAMEA8062739	CAJNNT000000000.2	representative genome	8030	8030	Salmo salar	na	na	latest	Chromosome	Major	Full	2021/04/21	Ssal_v3.1	NORWEGIAN UNIVERSITY OF LIFE SCIENCES	GCA_905237065.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/237/065/GCF_905237065.1_Ssal_v3.1	na	na	na	haploid	vertebrate_other	2756584103	2756563003	43.500000	29	4222	4222	NCBI RefSeq	NCBI Salmo salar Annotation Release 102	2021/12/15	65343	42985	17894	na
GCF_901001165.1	PRJNA550988	SAMEA994732	CAAJIE000000000.1	representative genome	8032	8032	Salmo trutta	na	na	latest	Chromosome	Major	Full	2019/06/02	fSalTru1.1	SC	GCA_901001165.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/001/165/GCF_901001165.1_fSalTru1.1	na	na	na	haploid	vertebrate_other	2371863509	2298262820	43.500000	40	1440	1440	NCBI RefSeq	NCBI Salmo trutta Annotation Release 100	2019/06/25	61583	42405	15752	na
GCF_029448725.1	PRJNA962531	SAMN32676627	JAQYZX000000000.1	representative genome	8038	8038	Salvelinus fontinalis	na	EN_2023a	latest	Chromosome	Major	Full	2023/03/28	ASM2944872v1	Laval University	GCA_029448725.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/448/725/GCF_029448725.1_ASM2944872v1	na	na	na	haploid	vertebrate_other	2496185110	2491876543	43.500000	42	2721	2721	NCBI RefSeq	GCF_029448725.1-RS_2023_04	2023/04/27	59184	41382	14676	na
GCF_016432855.1	PRJNA690826	SAMN16985724	JAEAGN000000000.1	representative genome	8040	8040	Salvelinus namaycush	na	Seneca	latest	Chromosome	Major	Full	2021/01/06	SaNama_1.0	Universite Laval	GCA_016432855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/432/855/GCF_016432855.1_SaNama_1.0	na	na	na	haploid	vertebrate_other	2345496725	2345170325	43.500000	42	4120	4120	NCBI RefSeq	NCBI Salvelinus namaycush Annotation Release 100	2021/01/08	49668	39192	7050	na
GCF_902167405.1	PRJNA557709	SAMEA5574046	CABHMC000000000.1	representative genome	8049	8049	Gadus morhua	na	na	latest	Chromosome	Major	Full	2019/07/16	gadMor3.0	SC	GCA_902167405.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/405/GCF_902167405.1_gadMor3.0	na	na	na	haploid	vertebrate_other	669949713	646375971	45.500000	23	226	226	NCBI RefSeq	NCBI Gadus morhua Annotation Release 100	2019/08/02	33093	23485	8882	8817926
GCF_011125445.2	PRJNA615222	SAMN13668183	JAAEEJ000000000.2	representative genome	8078	8078	Fundulus heteroclitus	na	FHET01	latest	Chromosome	Major	Full	2020/08/13	MU-UCD_Fhet_4.1	University of Missouri	GCA_011125445.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/125/445/GCF_011125445.2_MU-UCD_Fhet_4.1	na	na	na	haploid	vertebrate_other	1203489213	1202081343	41.000000	24	1030	1030	NCBI RefSeq	NCBI Fundulus heteroclitus Annotation Release 102	2020/08/27	34686	26804	6998	19144111
GCF_000633615.1	PRJNA232869	SAMN02404645	AZHG00000000.1	representative genome	8081	8081	Poecilia reticulata	strain=Guanapo	na	latest	Chromosome	Major	Full	2014/04/28	Guppy_female_1.0+MT	Max Planck Institute for Developmental Biology	GCA_000633615.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/633/615/GCF_000633615.1_Guppy_female_1.0_MT	na	na	na	haploid	vertebrate_other	731605743	664622035	39.500000	23	3028	40143	NCBI RefSeq	NCBI Poecilia reticulata Annotation Release 101	2016/06/10	26512	22842	3324	28033408
GCF_002775205.1	PRJNA220265	SAMN08025980	PGSD00000000.1	representative genome	8083	8083	Xiphophorus maculatus	strain=JP 163 A	na	latest	Chromosome	Major	Full	2017/12/07	X_maculatus-5.0-male	The Genome Institute, Washington University at St. Louis	GCA_002775205.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/205/GCF_002775205.1_X_maculatus-5.0-male	na	na	na	haploid	vertebrate_other	704304519	700976614	39.000000	24	101	101	NCBI RefSeq	NCBI Xiphophorus maculatus Annotation Release 102	2017/12/14	27255	23238	3620	18771739;26587265
GCF_003331165.1	PRJNA604828	SAMN09545741	QPIH00000000.2	representative genome	8084	8084	Xiphophorus hellerii	strain=12219	na	latest	Chromosome	Major	Full	2019/12/05	Xiphophorus_hellerii-4.1	McDonnell Genome Institute - Washington University School of Medicine	GCA_003331165.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/331/165/GCF_003331165.1_Xiphophorus_hellerii-4.1	na	na	na	haploid	vertebrate_other	732889490	730761691	39.000000	24	86	271	NCBI RefSeq	NCBI Xiphophorus hellerii Annotation Release 100	2020/02/06	30259	23921	5862	19575330
GCF_002234675.1	PRJNA183868	SAMN06689957	na	representative genome	8090	8090	Oryzias latipes	strain=Hd-rR	na	latest	Chromosome	Major	Full	2017/07/27	ASM223467v1	The University of Tokyo	GCA_002234675.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/675/GCF_002234675.1_ASM223467v1	na	na	na	haploid	vertebrate_other	734040372	733549372	41.000000	24	24	24	NCBI RefSeq	NCBI Oryzias latipes Annotation Release 103	2018/01/31	26845	22071	4481	29184138;12470944
GCF_009769545.1	PRJNA625538	SAMN12629502	WNNC00000000.1	representative genome	8103	8103	Cyclopterus lumpus	na	fCycLum1	latest	Chromosome	Major	Full	2019/12/23	fCycLum1.pri	Vertebrate Genomes Project	GCA_009769545.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/769/545/GCF_009769545.1_fCycLum1.pri	na	na	na	haploid	vertebrate_other	572885595	562703391	43.000000	25	48	48	NCBI RefSeq	NCBI Cyclopterus lumpus Annotation Release 100	2020/05/14	26630	21480	4962	na
GCF_001858045.2	PRJNA354796	SAMN05859795	MKQE00000000.2	representative genome	8128	8128	Oreochromis niloticus	na	F11D_XX	latest	Chromosome	Major	Full	2018/06/29	O_niloticus_UMD_NMBU	University of Maryland	GCA_001858045.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/858/045/GCF_001858045.2_O_niloticus_UMD_NMBU	na	na	na	haploid	vertebrate_other	1005664923	1005609923	40.500000	22	2459	2459	NCBI RefSeq	NCBI Oreochromis niloticus Annotation Release 104	2018/07/20	42646	29550	12054	28464822
GCF_018398535.1	PRJNA737037	SAMN17845830	JAGKPV000000000.1	representative genome	8153	8153	Haplochromis burtoni	strain=Fernald_Lab_line	na	latest	Scaffold	Major	Full	2021/05/19	NCSU_Asbu1	Reade Roberts Lab, North Carolina State University	GCA_018398535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/398/535/GCF_018398535.1_NCSU_Asbu1	na	na	na	haploid	vertebrate_other	854572272	760845823	40.500000	0	7420	7420	NCBI RefSeq	NCBI Haplochromis burtoni Annotation Release 102	2021/06/21	28690	25293	2920	25962483
GCF_900246225.1	PRJNA488811	SAMEA104026430	OFHY00000000.3	representative genome	8154	8154	Astatotilapia calliptera	na	na	latest	Chromosome	Major	Full	2018/05/30	fAstCal1.2	SC	GCA_900246225.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/246/225/GCF_900246225.1_fAstCal1.2	na	na	na	haploid	vertebrate_other	880428986	879242323	41.000000	22	248	363	NCBI RefSeq	NCBI Astatotilapia calliptera Annotation Release 100	2018/08/31	31331	26070	4138	23347464
GCF_004354835.1	PRJNA529871	SAMN10722690	SCKG00000000.1	representative genome	8167	8167	Perca flavescens	na	YP-PL-M2	latest	Chromosome	Major	Full	2019/03/19	PFLA_1.0	INRA (Fish Physiology and Genomics laboratory)	GCA_004354835.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/835/GCF_004354835.1_PFLA_1.0	na	na	na	haploid	vertebrate_other	877439799	877025299	41.000000	24	267	267	NCBI RefSeq	NCBI Perca flavescens Annotation Release 100	2019/03/29	28914	23749	4137	na
GCF_010015445.1	PRJNA703996	SAMN12071746	VHII00000000.1	representative genome	8168	8168	Perca fluviatilis	na	na	latest	Chromosome	Major	Full	2020/01/30	GENO_Pfluv_1.0	SEX'PERCH	GCA_010015445.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/445/GCF_010015445.1_GENO_Pfluv_1.0	na	na	na	haploid	vertebrate_other	951345774	951053044	41.000000	24	303	303	NCBI RefSeq	NCBI Perca fluviatilis Annotation Release 100	2021/02/23	32186	25021	5432	na
GCF_900880675.1	PRJNA558036	SAMEA104384835	CAAHFC000000000.1	representative genome	8175	8175	Sparus aurata	na	na	latest	Chromosome	Major	Full	2019/07/30	fSpaAur1.1	SC	GCA_900880675.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/880/675/GCF_900880675.1_fSpaAur1.1	na	na	na	haploid	vertebrate_other	833578411	833236149	42.000000	24	175	175	NCBI RefSeq	NCBI Sparus aurata Annotation Release 100	2019/08/09	32008	25735	5300	24963773
GCF_904848185.1	PRJNA672841	SAMN16236878	CAJHBW000000000.1	representative genome	8177	8177	Acanthopagrus latus	na	v.2019	latest	Chromosome	Major	Full	2020/10/12	fAcaLat1.1	SC	GCA_904848185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/848/185/GCF_904848185.1_fAcaLat1.1	na	na	na	haploid	vertebrate_other	685127588	685112688	42.000000	24	65	65	NCBI RefSeq	NCBI Acanthopagrus latus Annotation Release 100	2020/10/30	30246	23786	6111	na
GCF_001640805.2	PRJNA345597	SAMN04026617	LLXD00000000.2	representative genome	8187	8187	Lates calcarifer	na	ASB-BC8	latest	Chromosome	Major	Full	2022/08/01	TLL_Latcal_v3	Temasek Life Sciences Laboratory	GCA_001640805.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/805/GCF_001640805.2_TLL_Latcal_v3	na	na	na	haploid	vertebrate_other	673797687	666258459	41.000000	24	2996	2996	NCBI RefSeq	GCF_001640805.2-RS_2023_02	2023/02/27	32906	25072	6941	27082250;16228120
GCF_000735185.1	PRJNA268318	SAMN02206445	AZAD00000000.1	representative genome	8208	8208	Notothenia coriiceps	na	Sejong01	latest	Scaffold	Major	Full	2014/07/29	NC01	Antarctic Fish Genome Project	GCA_000735185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/185/GCF_000735185.1_NC01	na	na	na	haploid	vertebrate_other	636595335	623332324	40.500000	0	38656	72570	NCBI RefSeq	NCBI Notothenia coriiceps Annotation Release 100	2014/12/18	27650	24789	2539	25252967
GCF_902827175.1	PRJNA629559	SAMEA104242997	CADEHN000000000.1	representative genome	8218	8218	Gymnodraco acuticeps	na	na	latest	Scaffold	Major	Full	2020/04/15	fGymAcu1.1	SC	GCA_902827175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/827/175/GCF_902827175.1_fGymAcu1.1	na	na	na	haploid	vertebrate_other	996888495	996695919	41.500000	0	2618	2618	NCBI RefSeq	NCBI Gymnodraco acuticeps Annotation Release 100	2020/05/04	30850	24925	5004	na
GCF_914725855.1	PRJNA769113	SAMEA8654749	CAJZAX000000000.1	representative genome	8236	8236	Thunnus albacares	na	na	latest	Chromosome	Major	Full	2021/09/16	fThuAlb1.1	WELLCOME SANGER INSTITUTE	GCA_914725855.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/914/725/855/GCF_914725855.1_fThuAlb1.1	na	na	na	haploid	vertebrate_other	792101331	792078031	39.500000	24	68	68	NCBI RefSeq	NCBI Thunnus albacares Annotation Release 100	2021/10/08	34728	24623	9492	na
GCF_910596095.1	PRJNA747049	SAMEA8654747	CAJVDC000000000.1	representative genome	8240	8240	Thunnus maccoyii	na	na	latest	Chromosome	Major	Full	2021/07/07	fThuMac1.1	Wellcome Sanger Institute	GCA_910596095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/596/095/GCF_910596095.1_fThuMac1.1	na	na	na	haploid	vertebrate_other	782407452	782375952	39.500000	24	57	57	NCBI RefSeq	NCBI Thunnus maccoyii Annotation Release 100	2021/07/16	33655	24659	8325	na
GCF_016859285.1	PRJNA713387	SAMN16522248	JADGDB000000000.1	representative genome	8245	8245	Xiphias gladius	breed=wild, /ecotype=Sanya	SHS-SW01	latest	Chromosome	Major	Full	2021/02/12	ASM1685928v1	Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences	GCA_016859285.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/859/285/GCF_016859285.1_ASM1685928v1	na	na	na	haploid	vertebrate_other	691763775	691539275	40.500000	24	1481	1481	NCBI RefSeq	NCBI Xiphias gladius Annotation Release 100	2021/03/15	24723	21362	2778	33533895
