##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_958979055.1	PRJNA1062842	SAMEA7522050	CAUEIG000000000.1	representative genome	3517	3517	Alnus glutinosa	na	na	latest	Chromosome	Major	Full	2023/07/19	dhAlnGlut1.1	WELLCOME SANGER INSTITUTE	GCA_958979055.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/979/055/GCF_958979055.1_dhAlnGlut1.1	na	na	na	haploid	plant	456761304	456738804	36.500000	14	15	15	NCBI RefSeq	GCF_958979055.1-RS_2024_01	2024/01/10	32175	24946	5447	na
GCF_026745355.1	PRJNA973951	SAMN23167344	JAJJWK000000000.1	representative genome	3555	161934	Beta vulgaris subsp. vulgaris	cultivar=EL10	na	latest	Chromosome	Major	Full	2022/12/09	EL10.2	USDA ARS	GCA_026745355.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/745/355/GCF_026745355.1_EL10.2	na	na	na	haploid	plant	568751015	534762357	36.000000	9	18	18	NCBI RefSeq	GCF_026745355.1-RS_2023_06	2023/06/07	30391	24186	5056	36208288;16862402;10871408
GCF_020520425.1	PRJNA976336	SAMN13714978	WWFT00000000.1	representative genome	3562	3562	Spinacia oleracea	cultivar=Varoflay	na	latest	Chromosome	Major	Full	2021/10/20	BTI_SOV_V1	Cornell University	GCA_020520425.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/520/425/GCF_020520425.1_BTI_SOV_V1	na	na	na	haploid	plant	894256318	894250018	38.000000	6	244	244	NCBI RefSeq	GCF_020520425.1-RS_2023_06	2023/06/01	39720	28771	9544	34903739;11292076
GCF_007990345.1	PRJNA713846	SAMN11351207	VKGJ00000000.1	representative genome	3635	3635	Gossypium hirsutum	na	1008001.06	latest	Chromosome	Major	Full	2021/02/25	Gossypium_hirsutum_v2.1	HudsonAlpha Genome Sequencing Center	GCA_007990345.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/345/GCF_007990345.1_Gossypium_hirsutum_v2.1	na	na	na	haploid	plant	2305241538	2302330538	34.500000	26	1031	6733	NCBI RefSeq	NCBI Gossypium hirsutum Annotation Release 101	2021/03/25	99456	67585	24917	32313247;16553962
GCF_000208745.1	PRJNA341501	SAMEA4028428	FLSQ00000000.1	representative genome	3641	3641	Theobroma cacao	cultivar=B97-61/B2	na	latest	Chromosome	Major	Full	2016/07/09	Criollo_cocoa_genome_V2	CIRAD	GCA_000208745.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/745/GCF_000208745.1_Criollo_cocoa_genome_V2	na	na	na	haploid	plant	324719311	306219677	34.000000	10	430	430	NCBI RefSeq	NCBI Theobroma cacao Annotation Release 100	2016/09/05	24957	21518	2274	na
GCF_000150535.2	PRJNA264084	SAMN02953710	ABIM00000000.1	representative genome	3649	3649	Carica papaya	cultivar=SunUp	na	latest	Scaffold	Minor	Full	2008/05/06	Papaya1.0	The Papaya Genome Sequencing Consortium	GCA_000150535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/535/GCF_000150535.2_Papaya1.0	na	na	na	haploid	plant	369781828	271732855	35.500000	9	17764	47483	NCBI RefSeq	NCBI Carica papaya Annotation Release 100	2017/08/03	20332	18126	1874	18432245;20978141
GCF_025177605.1	PRJNA887418	SAMN29843731	JANHKN000000000.1	representative genome	3656	3656	Cucumis melo	cultivar=AY	na	latest	Chromosome	Major	Full	2022/09/14	USDA_Cmelo_AY_1.0	USDA-ARS	GCA_025177605.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/177/605/GCF_025177605.1_USDA_Cmelo_AY_1.0	na	na	na	haploid	plant	438252206	438228306	36.000000	12	1309	1309	NCBI RefSeq	NCBI Cucumis melo Annotation Release 102	2022/10/07	28628	20741	7357	21854637
GCF_000004075.3	PRJNA182750	SAMN02953750	ACHR00000000.3	representative genome	3659	3659	Cucumis sativus	cultivar=9930	na	latest	Chromosome	Major	Full	2019/11/15	Cucumber_9930_V3	The Cucumber Genome Initiative	GCA_000004075.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/075/GCF_000004075.3_Cucumber_9930_V3	na	na	na	haploid	plant	224801081	224764911	32.500000	7	84	84	NCBI RefSeq	NCBI Cucumis sativus Annotation Release 102	2019/12/10	23999	20040	3589	19495411;19881527;22047402;17607527;31216035;20565788;21742987
GCF_002738345.1	PRJNA418295	SAMN06886671	NEWN00000000.1	representative genome	3661	3661	Cucurbita maxima	cultivar=Rimu	na	latest	Scaffold	Major	Full	2017/10/31	Cmax_1.0	Cornell University	GCA_002738345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/738/345/GCF_002738345.1_Cmax_1.0	na	na	na	haploid	plant	271413401	265457486	36.500000	0	8299	8299	NCBI RefSeq	NCBI Cucurbita maxima Annotation Release 100	2017/11/26	35289	27229	6907	28917590
GCF_002738365.1	PRJNA418582	SAMN06886672	NEWM00000000.1	representative genome	3662	3662	Cucurbita moschata	cultivar=Rifu	na	latest	Scaffold	Major	Full	2017/10/31	Cmos_1.0	Cornell University	GCA_002738365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/738/365/GCF_002738365.1_Cmos_1.0	na	na	na	haploid	plant	269943085	262977266	36.500000	0	3500	3500	NCBI RefSeq	NCBI Cucurbita moschata Annotation Release 100	2017/11/21	35355	27814	6739	28917590
GCF_002806865.2	PRJNA421955	SAMN07125871	NHTM00000000.1	representative genome	3664	3663	Cucurbita pepo subsp. pepo	cultivar=mu-cu-16	na	latest	Chromosome	Minor	Full	2017/12/07	ASM280686v2	Comav-UPV	GCA_002806865.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/806/865/GCF_002806865.2_ASM280686v2	na	na	na	haploid	plant	259381069	244760851	36.500000	20	24193	24193	NCBI RefSeq	NCBI Cucurbita pepo subsp. pepo Annotation Release 100	2018/01/22	35783	29279	5719	20118192;29112324
GCF_001995035.1	PRJNA397875	SAMD00048603	BDCS00000000.1	representative genome	3673	3673	Momordica charantia	strain=OHB3-1	na	latest	Scaffold	Major	Full	2016/12/26	ASM199503v1	Division of Gene Research, Research Center for Human and Environmental Science, Shinshu University	GCA_001995035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/995/035/GCF_001995035.1_ASM199503v1	na	na	na	haploid	plant	285613949	263593020	34.500000	0	1052	1052	NCBI RefSeq	NCBI Momordica charantia Annotation Release 100	2017/08/10	21684	19431	1729	na
GCF_951802175.1	PRJNA1061547	SAMEA110450206	CATOPT000000000.1	representative genome	3691	3691	Populus nigra	na	na	latest	Chromosome	Major	Full	2023/05/27	ddPopNigr1.1	WELLCOME SANGER INSTITUTE	GCA_951802175.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/951/802/175/GCF_951802175.1_ddPopNigr1.1	na	na	na	haploid	plant	413224811	413169411	35.000000	19	21	21	NCBI RefSeq	GCF_951802175.1-RS_2024_01	2024/01/05	38563	29119	7612	na
GCF_000002775.5	PRJNA17973	SAMN02953657	AARH00000000.4	representative genome	3694	3694	Populus trichocarpa	na	Nisqually-1	latest	Chromosome	Major	Full	2022/10/20	P.trichocarpa_v4.1	US DOE Joint Genome Institute (JGI	GCA_000002775.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.5_P.trichocarpa_v4.1	na	na	na	haploid	plant	392162179	391572179	34.000000	19	105	105	NCBI RefSeq	NCBI Populus trichocarpa Annotation Release 102	2022/12/02	34621	29617	3632	16973872
GCF_000001735.4	PRJNA116	SAMN03081427	na	reference genome	3702	3702	Arabidopsis thaliana	ecotype=Columbia	na	latest	Chromosome	Minor	Full	2018/03/15	TAIR10.1	The Arabidopsis Information Resource (TAIR)	GCA_000001735.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/735/GCF_000001735.4_TAIR10.1	na	na	na	haploid	plant	119146348	118960704	36.000000	5	5	5	TAIR and Araport	Annotation submitted by TAIR and Araport	2022/10/20	38312	27562	5884	29519893;10617198;11130713;10574454;11130714;10617197;11130712
GCF_020379485.1	PRJNA844685	SAMN14670173	JAGKQM000000000.1	representative genome	3708	3708	Brassica napus	cultivar=Da-Ae	na	latest	Chromosome	Major	Full	2021/10/08	Da-Ae	None	GCA_020379485.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/379/485/GCF_020379485.1_Da-Ae	na	na	na	haploid	plant	1001499700	1001413903	37.000000	19	3164	3164	NCBI RefSeq	NCBI Brassica napus Annotation Release 102	2022/06/04	123214	90897	23012	14530439;12207227
GCF_000309985.2	PRJNA249065	SAMN02981293	AENI00000000.3	representative genome	3711	3711	Brassica rapa	cultivar=Chiifu-401-42	na	latest	Chromosome	Major	Full	2020/01/23	CAAS_Brap_v3.01	Brassica rapa genome sequencing project, BraGSP	GCA_000309985.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/985/GCF_000309985.2_CAAS_Brap_v3.01	na	na	na	haploid	plant	352829610	350690258	37.000000	10	1099	1099	NCBI RefSeq	NCBI Brassica rapa Updated Annotation Release 103.20201202	2020/12/02	51589	41403	8317	21873998;30131865
GCF_000801105.2	PRJNA344915	SAMN03084390	JRUI00000000.3	representative genome	3726	3726	Raphanus sativus	cultivar=WK10039	na	latest	Chromosome	Major	Full	2023/02/09	ASM80110v3	Myongji University	GCA_000801105.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/105/GCF_000801105.2_ASM80110v3	na	na	na	haploid	plant	433430583	433160873	36.000000	9	6422	6422	NCBI RefSeq	GCF_000801105.2-RS_2023_06	2023/06/01	65241	51440	9453	22846596;30722041
GCF_002114115.1	PRJNA534520	SAMN05603590	MJAX00000000.1	representative genome	3750	3750	Malus domestica	cultivar=Golden Delicious	X9273 #13	latest	Chromosome	Major	Full	2017/05/03	ASM211411v1	IRHS	GCA_002114115.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1	na	na	na	haploid	plant	702961352	625275318	38.000000	17	806	806	NCBI RefSeq	NCBI Malus domestica Annotation Release 102	2019/04/26	45408	35926	5736	28581499;22469001
GCF_916048215.2	PRJNA824043	SAMEA9197672	CAJZHM000000000.2	representative genome	3752	3752	Malus sylvestris	na	na	latest	Chromosome	Minor	Full	2022/07/06	drMalSylv7.2	WELLCOME SANGER INSTITUTE	GCA_916048215.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/916/048/215/GCF_916048215.2_drMalSylv7.2	na	na	na	haploid	plant	640969901	640930201	38.000000	17	32	32	NCBI RefSeq	NCBI Malus sylvestris Annotation Release 100	2022/08/17	53019	37480	9851	35274452
GCF_902201215.1	PRJNA631757	SAMEA5704668	CABIKO000000000.1	representative genome	3755	3755	Prunus dulcis	na	na	latest	Chromosome	Major	Full	2019/10/10	ALMONDv2	CNAG	GCA_902201215.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/201/215/GCF_902201215.1_ALMONDv2	na	na	na	haploid	plant	227599157	223688024	37.500000	8	691	1699	NCBI RefSeq	NCBI Prunus dulcis Annotation Release 100	2020/05/13	26936	23151	2292	na
GCF_000346465.2	PRJNA241430	SAMN02981429	AKXU00000000.2	representative genome	3760	3760	Prunus persica	cultivar=Lovell	na	latest	Chromosome	Major	Full	2017/02/02	Prunus_persica_NCBIv2	PGF	GCA_000346465.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/465/GCF_000346465.2_Prunus_persica_NCBIv2	na	na	na	haploid	plant	227411381	224638928	37.500000	8	191	2530	NCBI RefSeq	NCBI Prunus persica Annotation Release 100	2017/03/07	26412	23135	1893	20935065;23525075
GCF_003935025.1	PRJNA510631	SAMN10039699	QYUI00000000.1	representative genome	3816	3816	Abrus precatorius	na	BTA	latest	Scaffold	Major	Full	2018/12/11	Abrus_2018	Los Alamos National Laboratory	GCA_003935025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/025/GCF_003935025.1_Abrus_2018	na	na	na	haploid	plant	347230236	347221618	32.000000	0	160	160	NCBI RefSeq	NCBI Abrus precatorius Annotation Release 100	2018/12/18	29216	24805	3192	na
GCF_003086295.2	PRJNA476953	SAMN08051159	PIVG00000000.1	representative genome	3818	3818	Arachis hypogaea	cultivar=Tifrunner	na	latest	Chromosome	Major	Full	2018/05/30	arahy.Tifrunner.gnm1.KYV3	International Peanut Genome Initiative	GCA_003086295.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3	na	na	na	haploid	plant	2556916893	2553021534	36.500000	20	384	384	NCBI RefSeq	NCBI Arachis hypogaea Annotation Release 101	2019/04/29	109230	65846	38489	na
GCF_000340665.2	PRJNA376605	SAMN02981370	AGCT00000000.1	representative genome	3821	3821	Cajanus cajan	na	na	latest	Chromosome	Minor	Full	2016/09/29	C.cajan_V1.1	BGI	GCA_000340665.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/665/GCF_000340665.2_C.cajan_V1.1	na	na	na	haploid	plant	590369945	555945622	33.000000	11	31510	67833	NCBI RefSeq	NCBI Cajanus cajan Annotation Release 101	2019/05/23	33324	29045	3093	22057054
GCF_000331145.1	PRJNA190909	SAMN02981489	ANPC00000000.1	representative genome	3827	3827	Cicer arietinum	cultivar=CDC Frontier	na	latest	Chromosome	Major	Full	2013/01/16	ASM33114v1	BGI-Shenzhen	GCA_000331145.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.1_ASM33114v1	na	na	na	haploid	plant	530768543	482623530	31.000000	8	7544	39023	NCBI RefSeq	NCBI Cicer arietinum Annotation Release 102	2018/12/03	30344	25037	3843	18638561;23354103
GCF_000004515.6	PRJNA48389	SAMN00002965	ACUP00000000.4	representative genome	3847	3847	Glycine max	cultivar=Williams 82	na	latest	Chromosome	Major	Full	2021/03/10	Glycine_max_v4.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004515.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/515/GCF_000004515.6_Glycine_max_v4.0	na	na	na	haploid	plant	978386919	952478023	34.500000	20	345	9197	NCBI RefSeq	NCBI Glycine max Annotation Release 104	2021/04/09	59046	47065	7221	20075913;16247559;23431381
GCF_004193775.1	PRJNA525136	SAMN09862384	QZWG00000000.1	representative genome	3848	3848	Glycine soja	cultivar=W05	na	latest	Chromosome	Major	Full	2019/02/21	ASM419377v2	The Chinese University of Hong Kong	GCA_004193775.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/193/775/GCF_004193775.1_ASM419377v2	na	na	na	haploid	plant	1013211804	988638081	35.000000	20	1118	1118	NCBI RefSeq	NCBI Glycine soja Annotation Release 100	2019/03/08	59365	47201	6773	30872580
GCF_001865875.1	PRJNA356456	SAMN04215042	MLAU00000000.1	representative genome	3871	3871	Lupinus angustifolius	cultivar=Tanjil	na	latest	Chromosome	Major	Full	2016/11/16	LupAngTanjil_v1.0	CSIRO	GCA_001865875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/875/GCF_001865875.1_LupAngTanjil_v1.0	genome length too large	na	na	haploid	plant	609203021	605049621	33.500000	20	14378	55107	NCBI RefSeq	NCBI Lupinus angustifolius Annotation Release 100	2016/12/07	38688	33884	3435	27557478
GCF_003473485.1	PRJNA702529	SAMN08400029	PSQE00000000.1	representative genome	3880	3880	Medicago truncatula	cultivar=Jemalong A17	na	latest	Chromosome	Major	Full	2018/09/12	MtrunA17r5.0-ANR	INRA/CNRS	GCA_003473485.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/473/485/GCF_003473485.1_MtrunA17r5.0-ANR	na	na	na	haploid	plant	429612362	429038102	33.500000	8	40	40	NCBI RefSeq	NCBI Medicago truncatula Annotation Release 102	2021/02/19	39589	31927	6044	30397259
GCF_000499845.1	PRJNA240798	SAMN02981484	ANNZ00000000.1	representative genome	3885	3885	Phaseolus vulgaris	cultivar=G19833	na	latest	Chromosome	Major	Full	2013/11/29	PhaVulg1_0	JGI	GCA_000499845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/845/GCF_000499845.1_PhaVulg1_0	na	na	na	haploid	plant	521076696	472453824	35.000000	11	708	41568	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014/03/12	28134	28134	0	na
GCF_024323335.1	PRJNA880020	SAMN19348527	JAMSHJ000000000.1	representative genome	3888	3888	Pisum sativum	cultivar=Zhongwan6	na	latest	Chromosome	Major	Full	2022/07/19	CAAS_Psat_ZW6_1.0	Institute of Microbiology, Chinese Academy of Sciences	GCA_024323335.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/323/335/GCF_024323335.1_CAAS_Psat_ZW6_1.0	na	na	na	haploid	plant	3796066963	3785824465	38.000000	7	1566	1566	NCBI RefSeq	NCBI Pisum sativum Annotation Release 100	2022/09/23	65672	40025	20261	na
GCF_029867415.1	PRJNA1001345	SAMN30222902	JAROZA000000000.1	representative genome	3911	3911	Vicia villosa	cultivar=HV-30, /ecotype=Madison, WI	na	latest	Chromosome	Major	Full	2023/04/26	Vvil1.0	USDA ARS	GCA_029867415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/867/415/GCF_029867415.1_Vvil1.0	na	na	na	haploid	plant	2034988852	2034640251	35.500000	7	1888	1888	NCBI RefSeq	GCF_029867415.1-RS_2023_08	2023/08/08	69562	54730	11325	na
GCF_016808095.1	PRJNA911773	SAMN14776547	JABFOF000000000.1	representative genome	3914	3914	Vigna angularis	cultivar=LongXiaoDou No.4	na	latest	Chromosome	Major	Full	2021/02/04	ASM1680809v1	Heilongjiang Academy of Agricultural Sciences	GCA_016808095.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/808/095/GCF_016808095.1_ASM1680809v1	na	na	na	haploid	plant	447806493	447803293	33.500000	11	34	34	NCBI RefSeq	GCF_016808095.1-RS_2022_12	2022/12/16	31811	27320	3466	na
GCF_000741045.1	PRJNA301363	SAMN02720863	JJMO00000000.1	representative genome	3916	157791	Vigna radiata var. radiata	cultivar=VC1973A	na	latest	Chromosome	Major	Full	2015/10/28	Vradiata_ver6	Seoul National University	GCA_000741045.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6	na	na	na	haploid	plant	463085359	429614875	33.000000	11	2497	2497	NCBI RefSeq	NCBI Vigna radiata Annotation Release 101	2017/10/06	30003	27075	1924	21283772;20007682;25384727
GCF_004118075.2	PRJNA521068	SAMN06674009	NBOW00000000.1	representative genome	3917	3917	Vigna unguiculata	cultivar=IT97K-499-35	na	latest	Chromosome	Minor	Full	2019/01/30	ASM411807v2	University of California, Riverside	GCA_004118075.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/118/075/GCF_004118075.2_ASM411807v2	na	na	na	haploid	plant	518595462	515874664	33.000000	11	675	675	NCBI RefSeq	NCBI Vigna unguiculata Annotation Release 100	2019/02/11	34292	28223	4855	na
GCF_030052815.1	PRJNA976717	SAMN33788361	JARPOI000000000.1	representative genome	3981	3981	Hevea brasiliensis	na	MT/VB/25A 57/8	latest	Chromosome	Major	Full	2023/05/22	ASM3005281v1	Chinese Academy of Tropical Agricultural Sciences	GCA_030052815.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/052/815/GCF_030052815.1_ASM3005281v1	na	na	na	haploid	plant	1876490218	1720314332	34.500000	18	754	754	NCBI RefSeq	GCF_030052815.1-RS_2023_06	2023/06/29	50196	36705	8704	21241787;36710373
GCF_001659605.2	PRJNA394209	SAMN04116956	LTYI00000000.2	representative genome	3983	3983	Manihot esculenta	cultivar=AM560-2	na	latest	Chromosome	Major	Full	2021/08/13	M.esculenta_v8	DOE-Joint Genome Institute	GCA_001659605.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.2_M.esculenta_v8	na	na	na	haploid	plant	639586700	637114355	37.500000	18	102	756	NCBI RefSeq	NCBI Manihot esculenta Annotation Release 101	2021/09/20	34312	29735	3366	18214421
GCF_937616625.2	PRJNA872570	SAMEA7522176	CALLYH000000000.2	representative genome	3986	3986	Mercurialis annua	na	na	latest	Chromosome	Major	Full	2022/10/31	ddMerAnnu1.2	WELLCOME SANGER INSTITUTE	GCA_937616625.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/616/625/GCF_937616625.2_ddMerAnnu1.2	na	na	na	haploid	plant	453168992	453165992	34.000000	8	63	63	NCBI RefSeq	GCF_937616625.2-RS_2023_05	2023/05/10	34603	25039	8820	na
