##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_016217785.1	PRJNA224116	SAMN15436386	JACRGA000000000.1	na	2164	2164	Methanobacterium sp.	na	NC_groundwater_1739_Pr3_B-0.1um_39_112	latest	Contig	Major	Full	2020/12/21	ASM1621778v1	Innovative Genomics Institute	GCA_016217785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/217/785/GCF_016217785.1_ASM1621778v1	derived from metagenome	na	na	haploid	archaea	2607763	2607763	39.000000	0	27	27	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2544	2484	47	na
GCF_034331145.1	PRJNA224116	SAMN38138823	JAXQGE000000000.1	na	2164	2164	Methanobacterium sp.	na	IBPM_KMB_004	latest	Scaffold	Major	Full	2023/12/13	ASM3433114v1	IBPM RAS	GCA_034331145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/331/145/GCF_034331145.1_ASM3433114v1	derived from metagenome	na	na	haploid	archaea	2538249	2536449	39.000000	0	9	9	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/12/19	2505	2443	52	na
GCF_900650605.1	PRJNA224116	SAMEA5207298	CAABOX000000000.1	na	2173	2173	Methanobrevibacter smithii	strain=C2 CSUR P5816	na	latest	Contig	Major	Full	2019/02/04	PRJEB30627	URMITE	GCA_900650605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/650/605/GCF_900650605.1_PRJEB30627	na	na	na	haploid	archaea	1720664	1720664	31.000000	0	11	11	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/03/26	1706	1647	44	na
GCF_002813085.1	PRJNA224116	SAMN05935551	na	na	2173	2173	Methanobrevibacter smithii	strain=KB11	na	latest	Complete Genome	Major	Full	2017/12/06	ASM281308v1	KRIBB	GCA_002813085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/085/GCF_002813085.1_ASM281308v1	na	na	na	haploid	archaea	1805545	1805545	31.000000	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024/02/19	1782	1715	43	na
GCF_902387325.1	PRJNA224116	SAMEA5851951	CABMLR000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MGYG-HGUT-02446	latest	Contig	Major	Full	2019/08/15	UHGG_MGYG-HGUT-02446	EMG	GCA_902387325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/387/325/GCF_902387325.1_UHGG_MGYG-HGUT-02446	na	na	na	haploid	archaea	1926345	1926345	30.500000	0	16	16	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/10/11	1860	1780	46	na
GCF_902384055.1	PRJNA224116	SAMEA5851667	CABMAD000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MGYG-HGUT-02163	latest	Scaffold	Major	Full	2019/08/14	UHGG_MGYG-HGUT-02163	EMG	GCA_902384055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/384/055/GCF_902384055.1_UHGG_MGYG-HGUT-02163	na	na	na	haploid	archaea	1729275	1727775	31.500000	0	10	10	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/10/11	1721	1651	42	na
GCF_900654205.1	PRJNA224116	SAMEA5208282	CAACAE000000000.1	na	2173	2173	Methanobrevibacter smithii	na	PRJEB30652	latest	Scaffold	Major	Full	2020/01/15	PRJEB30652	URMITE	GCA_900654205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/654/205/GCF_900654205.1_PRJEB30652	na	na	na	haploid	archaea	1722603	1722401	31.000000	0	14	16	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/24	1709	1650	44	na
GCF_018784305.1	PRJNA224116	SAMN12147416	WQOC00000000.1	na	2173	2173	Methanobrevibacter smithii	strain=MCC662	na	latest	Scaffold	Major	Full	2021/06/08	ASM1878430v1	University College Cork	GCA_018784305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/784/305/GCF_018784305.1_ASM1878430v1	na	na	na	haploid	archaea	1785820	1785653	31.000000	0	97	97	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/03/26	1809	1708	45	33993839
GCF_901111125.1	PRJNA224116	SAMEA5568008	CAAKMW000000000.1	na	2173	2173	Methanobrevibacter smithii	na	PRJEB32190	latest	Contig	Major	Full	2020/04/15	PRJEB32190	URMITE	GCA_901111125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/111/125/GCF_901111125.1_PRJEB32190	na	na	na	haploid	archaea	1712416	1712416	31.500000	0	27	27	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/03/26	1703	1644	43	na
GCF_022846175.1	PRJNA224116	SAMD00389910	na	na	2173	2173	Methanobrevibacter smithii	strain=CE91-St68	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2284617v1	Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN	GCA_022846175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/846/175/GCF_022846175.1_ASM2284617v1	na	na	na	haploid	archaea	1791155	1791155	31.000000	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/21	1739	1681	44	na
GCF_022846155.1	PRJNA224116	SAMD00389909	na	na	2173	2173	Methanobrevibacter smithii	strain=CE91-St67	na	latest	Complete Genome	Major	Full	2022/02/04	ASM2284615v1	Laboratory for Microbiome Sciences, Center for Integrative Medical Sciences, RIKEN	GCA_022846155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/846/155/GCF_022846155.1_ASM2284615v1	na	na	na	haploid	archaea	1791153	1791153	31.000000	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/21	1738	1680	44	na
GCF_934834405.1	PRJNA224116	SAMEA13566647	CAKVVO000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG232_bin.10.fa	latest	Scaffold	Major	Full	2022/07/29	MTG232_bin.10.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934834405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/834/405/GCF_934834405.1_MTG232_bin.10.fa	derived from metagenome	na	na	haploid	archaea	1735187	1734979	31.000000	0	17	17	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1724	1664	38	na
GCF_958349965.1	PRJNA224116	SAMEA114061266	CATWFA000000000.1	na	2173	2173	Methanobrevibacter smithii	na	ERR9354249_bin.30_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/15	ERR9354249_bin.30_MetaWRAP_v1.3_MAG	EMG	GCA_958349965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/349/965/GCF_958349965.1_ERR9354249_bin.30_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1857507	1857507	31.000000	0	27	27	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/19	1903	1837	42	na
GCF_958408285.1	PRJNA224116	SAMEA114064014	CATYKH000000000.1	na	2173	2173	Methanobrevibacter smithii	na	ERR9492520_bin.14_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/18	ERR9492520_bin.14_MetaWRAP_v1.3_MAG	EMG	GCA_958408285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/408/285/GCF_958408285.1_ERR9492520_bin.14_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1789153	1789153	31.000000	0	21	21	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/21	1757	1708	37	na
GCF_958428575.1	PRJNA224116	SAMEA114063453	CAUAGP000000000.1	na	2173	2173	Methanobrevibacter smithii	na	ERR9578286_bin.9_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/18	ERR9578286_bin.9_MetaWRAP_v1.3_MAG	EMG	GCA_958428575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/428/575/GCF_958428575.1_ERR9578286_bin.9_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1863041	1863041	31.000000	0	14	14	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/26	1861	1809	38	na
GCF_905209735.1	PRJNA224116	SAMEA7847229	CAJLUC000000000.1	na	2173	2173	Methanobrevibacter smithii	na	ERR260234-bin.14	latest	Contig	Major	Full	2021/02/03	ERR260234-mag-bin.14	EMG	GCA_905209735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/209/735/GCF_905209735.1_ERR260234-mag-bin.14	derived from metagenome	na	na	haploid	archaea	1807363	1807363	30.500000	0	36	36	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/31	1787	1728	38	na
GCF_958408655.1	PRJNA224116	SAMEA114064078	CATYLE000000000.1	na	2173	2173	Methanobrevibacter smithii	na	ERR9492527_bin.37_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/18	ERR9492527_bin.37_MetaWRAP_v1.3_MAG	EMG	GCA_958408655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/408/655/GCF_958408655.1_ERR9492527_bin.37_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1894993	1894993	30.500000	0	19	19	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/31	1842	1785	38	na
GCF_016294185.1	PRJNA224116	SAMN16927151	JAEDCK000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MAG004	latest	Contig	Major	Full	2020/12/22	ASM1629418v1	Tibet Agricultural and Animal Husbandry College	GCA_016294185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/294/185/GCF_016294185.1_ASM1629418v1	derived from metagenome	na	na	haploid	archaea	1609229	1609229	31.500000	0	55	55	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/13	1637	1579	39	na
GCF_905207865.1	PRJNA224116	SAMEA7848105	CAJLMV000000000.1	na	2173	2173	Methanobrevibacter smithii	na	SRR413754-bin.38	latest	Contig	Major	Full	2021/02/03	SRR413754-mag-bin.38	EMG	GCA_905207865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/207/865/GCF_905207865.1_SRR413754-mag-bin.38	derived from metagenome	na	na	haploid	archaea	1793403	1793403	31.000000	0	29	29	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/13	1762	1705	39	na
GCF_018379875.1	PRJNA224116	SAMN17801184	JAGZUR000000000.1	na	2173	2173	Methanobrevibacter smithii	na	L1_008_000M1_dasL1_008_000M1_concoct_61	latest	Scaffold	Major	Full	2021/05/16	ASM1837987v1	University of California, Berkeley	GCA_018379875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/379/875/GCF_018379875.1_ASM1837987v1	derived from metagenome	na	na	haploid	archaea	1850699	1850680	31.000000	0	22	22	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/13	1819	1756	36	na
GCF_021641085.1	PRJNA224116	SAMN23483318	JAJWYJ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	B73_50.fa	latest	Scaffold	Major	Full	2022/01/26	ASM2164108v1	Stanford University School of Medicine	GCA_021641085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/641/085/GCF_021641085.1_ASM2164108v1	derived from metagenome	na	na	haploid	archaea	1532323	1531903	32.000000	0	324	324	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/13	1612	1507	28	na
GCF_022784485.1	PRJNA224116	SAMN26927345	JALFUI000000000.1	na	2173	2173	Methanobrevibacter smithii	na	SUG1019	latest	Contig	Major	Full	2022/04/01	ASM2278448v1	AAFC	GCA_022784485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/784/485/GCF_022784485.1_ASM2278448v1	derived from metagenome	na	na	haploid	archaea	1633763	1633763	31.500000	0	43	43	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1656	1590	38	na
GCF_934882635.1	PRJNA224116	SAMEA13567053	CAKXUR000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG239_bin.1.fa	latest	Scaffold	Major	Full	2022/07/29	MTG239_bin.1.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934882635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/882/635/GCF_934882635.1_MTG239_bin.1.fa	derived from metagenome	na	na	haploid	archaea	1738898	1738583	31.000000	0	20	20	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1726	1666	38	na
GCF_030841835.1	PRJNA224116	SAMN36703808	JAUUSQ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	N1173.2	latest	Contig	Major	Full	2023/08/18	ASM3084183v1	University of Illinois at Urbana Champaign	GCA_030841835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/841/835/GCF_030841835.1_ASM3084183v1	derived from metagenome	na	na	haploid	archaea	1792464	1792464	31.000000	0	20	20	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/08/24	1781	1719	37	na
GCF_025992335.1	PRJNA224116	SAMN31100423	DAJPHA000000000.1	na	2173	2173	Methanobrevibacter smithii	na	VEG01_HIC_0070	latest	Contig	Major	Full	2022/11/04	ASM2599233v1	Yonsei University	GCA_025992335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/992/335/GCF_025992335.1_ASM2599233v1	derived from metagenome	na	na	haploid	archaea	1715912	1715912	31.500000	0	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1691	1627	44	36289209
GCF_934841515.1	PRJNA224116	SAMEA13566700	CAKWMA000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG233_bin.9.fa	latest	Scaffold	Major	Full	2022/07/29	MTG233_bin.9.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934841515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/841/515/GCF_934841515.1_MTG233_bin.9.fa	derived from metagenome	na	na	haploid	archaea	1732067	1731467	31.000000	0	14	14	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1718	1659	39	na
GCF_934854605.1	PRJNA224116	SAMEA13566985	CAKWUR000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG237_bin.37.fa	latest	Scaffold	Major	Full	2022/07/29	MTG237_bin.37.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934854605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/854/605/GCF_934854605.1_MTG237_bin.37.fa	derived from metagenome	na	na	haploid	archaea	1733784	1733584	31.000000	0	11	11	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1714	1656	39	na
GCF_946407825.1	PRJNA224116	SAMEA110653556	CAMJPJ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	SRR14812344_bin.14_metaWRAP_v1.3_MAG	latest	Contig	Major	Full	2022/09/12	SRR14812344_bin.14_metaWRAP_v1.3_MAG	EMG	GCA_946407825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/407/825/GCF_946407825.1_SRR14812344_bin.14_metaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1611557	1611557	31.500000	0	94	94	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1647	1571	34	na
GCF_959018705.1	PRJNA224116	SAMEA114095628	CAUELZ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	SRR20881978_bin.12_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/21	SRR20881978_bin.12_MetaWRAP_v1.3_MAG	EMG	GCA_959018705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/959/018/705/GCF_959018705.1_SRR20881978_bin.12_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1685532	1685532	31.500000	0	64	64	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/23	1707	1651	38	na
GCF_958427485.1	PRJNA224116	SAMEA114064492	CAUACH000000000.1	na	2173	2173	Methanobrevibacter smithii	na	ERR9762707_bin.13_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/18	ERR9762707_bin.13_MetaWRAP_v1.3_MAG	EMG	GCA_958427485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/427/485/GCF_958427485.1_ERR9762707_bin.13_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1787270	1787270	31.000000	0	13	13	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/24	1752	1699	37	na
GCF_014871915.1	PRJNA224116	SAMN12905384	WHIU00000000.1	na	2173	2173	Methanobrevibacter smithii	na	COPD437	latest	Contig	Major	Full	2020/10/08	ASM1487191v1	University of Queensland	GCA_014871915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/871/915/GCF_014871915.1_ASM1487191v1	derived from metagenome	na	na	haploid	archaea	1837225	1837225	31.000000	0	35	35	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/13	1848	1791	38	na
GCF_934882835.1	PRJNA224116	SAMEA13567024	CAKXVM000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG238_bin.31.fa	latest	Scaffold	Major	Full	2022/07/29	MTG238_bin.31.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934882835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/882/835/GCF_934882835.1_MTG238_bin.31.fa	derived from metagenome	na	na	haploid	archaea	1713615	1713487	31.000000	0	22	22	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1718	1657	39	na
GCF_934864325.1	PRJNA224116	SAMEA13566829	CAKWYQ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG235_bin.19.fa	latest	Scaffold	Major	Full	2022/07/29	MTG235_bin.19.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934864325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/864/325/GCF_934864325.1_MTG235_bin.19.fa	derived from metagenome	na	na	haploid	archaea	1725316	1725226	31.000000	0	23	23	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1722	1659	39	na
GCF_934881615.1	PRJNA224116	SAMEA13567528	CAKXSB000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG247_bin.44.fa	latest	Scaffold	Major	Full	2022/07/29	MTG247_bin.44.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934881615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/881/615/GCF_934881615.1_MTG247_bin.44.fa	derived from metagenome	na	na	haploid	archaea	1672903	1672403	31.000000	0	11	11	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1673	1616	36	na
GCF_934879315.1	PRJNA224116	SAMEA13567580	CAKXOK000000000.1	na	2173	2173	Methanobrevibacter smithii	na	MTG248_bin.32.fa	latest	Scaffold	Major	Full	2022/07/29	MTG248_bin.32.fa	UNIVERSITY OF NEW SOUTH WALES	GCA_934879315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/879/315/GCF_934879315.1_MTG248_bin.32.fa	derived from metagenome	na	na	haploid	archaea	1715977	1715937	31.000000	0	16	16	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/04/14	1718	1658	39	na
