ensembl	gene	lfc	expr	t	p	q	b	seqid
ENSG00000237659	RNASEH2CP1	3.33133041	2.148627814	38.2393088	1.7047E-116	2.1481E-113	254.5606292	Y
ENSG00000147050	KDM6A	-0.686428021	10.76244342	-24.24656432	1.34339E-74	1.62512E-71	158.7514468	X
ENSG00000229236	TTTY10	2.311511587	1.535402949	23.8200801	2.29268E-69	2.66683E-66	147.387548	Y
ENSG00000006757	PNPLA4	-0.6885829	9.330352983	-17.24837903	1.14681E-47	1.23868E-44	97.58096555	X
ENSG00000230663	FAM224B	2.098032495	1.299324688	17.1703837	9.21034E-46	9.28495E-43	93.40038336	Y
ENSG00000130021	HDHD1	-0.705509414	9.012330569	-14.75427368	5.47253E-38	5.01532E-35	75.56930897	X
ENSG00000099715	PCDH11Y	1.480156592	1.169037228	13.59991118	1.42146E-33	1.26439E-30	65.39104581	Y
ENSG00000227289	HSFY3P	1.111658355	0.773681621	10.9944154	5.99687E-24	5.03787E-21	43.36525913	Y
ENSG00000205664	RP11-706O15.1	-0.640002362	8.71964897	-10.52412776	1.86736E-22	1.48617E-19	40.26750894	X
ENSG00000169953	HSFY2	1.016310051	0.736343284	10.36268738	9.175E-22	7.11486E-19	38.36564582	Y
ENSG00000183943	PRKX	-0.6377889	11.40242903	-10.26811183	1.39411E-21	1.05405E-18	38.275321	X
ENSG00000080007	DDX43	1.04435	5.1414144	8.571975544	4.32937E-16	2.67211E-13	25.78315854	6
ENSG00000272769	RP11-725P16.2	1.135515077	4.356832399	8.507600986	6.81786E-16	4.04299E-13	25.3048357	2
ENSG00000225490	RP4-610C12.3	0.992651161	2.576520163	6.9538596	1.98961E-11	1.11429E-08	15.07257932	20
ENSG00000182162	P2RY8	0.722179677	6.569535689	6.657225878	1.20493E-10	6.39309E-08	13.54256203	X
ENSG00000203907	OOEP	0.926239976	1.850605272	6.697308711	9.47733E-11	5.11826E-08	13.43000692	6
ENSG00000205611	RP4-610C12.4	0.886886849	1.783280061	6.364923553	6.72451E-10	3.28015E-07	11.50091635	20
ENSG00000234944	RP11-124O11.1	-1.141238354	1.995722642	-6.315330237	8.95199E-10	4.29738E-07	11.34648515	10
ENSG00000235890	TSPEAR-AS1	-0.831798432	3.184414307	-6.143966985	2.37549E-09	1.10526E-06	10.50432448	21
ENSG00000235621	LINC00494	1.080926579	2.740279653	5.899737403	9.22021E-09	4.22495E-06	9.098355252	20
ENSG00000258484	SPESP1	0.711228504	5.568575005	5.713248741	2.52527E-08	1.12311E-05	8.312653297	15
ENSG00000132185	FCRLA	1.237388928	3.9326655	5.69155578	2.83473E-08	1.22473E-05	8.10888897	1
ENSG00000156738	MS4A1	1.515214813	6.999762396	5.529127023	6.66451E-08	2.6874E-05	7.41239475	11
ENSG00000205056	RP11-693J15.5	1.159174399	3.830172492	5.551168345	5.9412E-08	2.46136E-05	7.384172786	12
ENSG00000255354	RP11-148O21.2	1.032253091	2.378793297	5.570827178	5.36097E-08	2.28355E-05	7.337128648	8
ENSG00000255760	RP11-428G5.5	0.964173947	1.892012492	5.554133981	5.87546E-08	2.46136E-05	7.176962611	12
ENSG00000136573	BLK	1.271836223	5.80740623	5.241786682	2.88478E-07	0.000107709	5.96086983	8
ENSG00000196433	ASMT	-0.701825684	2.551138488	-5.265603299	2.56078E-07	9.68071E-05	5.899140988	X
ENSG00000163534	FCRL1	1.278446246	4.281975338	5.141362737	4.74523E-07	0.000175012	5.406385432	1
ENSG00000255518	RP11-148O21.4	1.019051557	2.716614717	5.033624259	8.02585E-07	0.0002857	4.764252059	8
ENSG00000177455	CD19	1.190071853	5.13190688	4.988604498	9.97087E-07	0.000346608	4.738077987	16
ENSG00000272053	RP11-367G6.3	0.686898691	2.241994337	5.033522431	8.0298E-07	0.0002857	4.718572176	6
ENSG00000117322	CR2	1.200690986	3.800792462	4.953051383	1.18219E-06	0.000401717	4.495451726	1
ENSG00000132704	FCRL2	1.147358639	4.370084886	4.934712642	1.29023E-06	0.000428796	4.450437566	1
ENSG00000196092	PAX5	1.198250555	3.949175894	4.937825902	1.27124E-06	0.000427179	4.435744025	9
ENSG00000167483	FAM129C	0.865368931	4.95178532	4.859318482	1.84352E-06	0.000599501	4.143519714	19
ENSG00000240505	TNFRSF13B	1.074499587	4.450278221	4.849595884	1.92973E-06	0.000620859	4.069512919	17
ENSG00000240063	RP11-225N10.1	0.840018154	2.122609119	4.842962548	1.99076E-06	0.000633754	3.800427304	3
ENSG00000260655	CTA-250D10.23	0.725291156	5.318718772	4.757204369	2.96845E-06	0.000916071	3.705682218	22
ENSG00000261600	RP11-575H3.1	-1.129831648	6.496150283	-4.72202322	3.49138E-06	0.001045444	3.609915842	2
ENSG00000226777	KIAA0125	0.9716066	4.308485668	4.724713282	3.44845E-06	0.001042914	3.504596188	14
ENSG00000228709	AP001065.15	-0.667375373	1.833298418	-4.754036664	3.01226E-06	0.000920199	3.436344126	21
ENSG00000182912	C21orf90	-0.674267058	3.573982789	-4.712897533	3.64089E-06	0.001079524	3.434377358	21
ENSG00000253967	RP11-333A23.4	0.872608879	1.580425788	4.771097494	2.78348E-06	0.000876883	3.378300825	8
ENSG00000110777	POU2AF1	0.782153245	7.704937602	4.659923529	4.63835E-06	0.001361918	3.354370384	11
ENSG00000128218	VPREB3	0.744038139	3.543872219	4.653821029	4.76888E-06	0.00138678	3.148863533	22
ENSG00000128438	TBC1D27	1.105070228	5.105327491	4.593941621	6.2519E-06	0.001750704	2.978293997	17
ENSG00000178445	GLDC	0.944274817	7.411274528	4.537273123	8.05711E-06	0.002215192	2.819212452	9
ENSG00000261471	RP11-61F12.1	0.69526489	1.880805079	4.61352029	5.72395E-06	0.001633107	2.763368792	16
ENSG00000228541	AC093159.1	0.842348171	4.950413834	4.499346085	9.53454E-06	0.002574581	2.570404939	2
ENSG00000172724	CCL19	0.967666326	8.846287478	4.472108301	1.07525E-05	0.002827716	2.559322312	9
ENSG00000130600	H19	-0.731010166	11.03815596	-4.431617735	1.28425E-05	0.003291493	2.365096819	11
ENSG00000188822	CNR2	0.928429151	2.992366907	4.477436085	1.05031E-05	0.002786355	2.335965508	1
ENSG00000105369	CD79A	0.938029225	6.439735731	4.40646626	1.43313E-05	0.003581984	2.241967135	19
ENSG00000116147	TNR	0.773963734	2.511314817	4.433019475	1.27641E-05	0.003291493	2.095409397	1
ENSG00000248590	GLDCP1	0.775025346	2.148903677	4.415807317	1.376E-05	0.003467865	1.94721828	4
ENSG00000234880	LINC00163	-0.738578298	2.065510833	-4.385923747	1.56685E-05	0.003821474	1.886252384	21
ENSG00000102678	FGF9	-0.640173172	4.187098969	-4.292135691	2.34456E-05	0.005252343	1.689003775	13
ENSG00000145242	EPHA5	-0.664859388	1.939132499	-4.339213855	1.91682E-05	0.004493831	1.645695985	4
ENSG00000100721	TCL1A	0.838905784	1.626484434	4.362761643	1.73196E-05	0.004124378	1.638232513	14
ENSG00000253701	AL928768.3	0.932613	5.251681271	4.25364504	2.76067E-05	0.006006535	1.572151529	14
ENSG00000234184	RP5-887A10.1	0.780568269	1.712584038	4.310484202	2.16799E-05	0.005043589	1.441714769	1
ENSG00000178795	GDPD4	0.647447171	1.702226373	4.305574055	2.21396E-05	0.005111199	1.431227043	11
ENSG00000000005	TNMD	-0.59865413	1.521298829	-4.274690108	2.52513E-05	0.005615263	1.325967711	X
ENSG00000162892	IL24	0.67365333	5.101746758	4.163851228	4.02282E-05	0.008057092	1.21176936	1
ENSG00000260047	RP11-989E6.2	0.966807206	4.208961298	4.181420756	3.73902E-05	0.007640477	1.209872385	16
ENSG00000083454	P2RX5	0.757105772	5.225751288	4.129807813	4.63221E-05	0.008975518	1.082469698	17
ENSG00000153064	BANK1	0.656818835	5.954541362	4.113494297	4.95448E-05	0.009483444	1.050514117	4
ENSG00000233117	LINC00702	-0.655574959	7.340654455	-4.085534641	5.55706E-05	0.010310557	0.993529512	10
ENSG00000183783	KCTD8	-0.629760373	2.790851591	-4.109329831	5.04011E-05	0.009586672	0.862423482	4
ENSG00000224881	AC068279.3	-0.688256523	3.486533983	-4.069120517	5.94265E-05	0.010861166	0.769730904	2
ENSG00000253755	IGHGP	1.027312138	6.363458237	4.024556093	7.12204E-05	0.012670105	0.716096597	14
ENSG00000179300	ZCCHC5	-0.703605795	2.908711517	-3.914201453	0.000110735	0.018502462	0.12828101	X
ENSG00000250548	RP11-47I22.2	0.612183103	2.164827966	3.941672539	9.93049E-05	0.017146142	0.103712706	14
ENSG00000271856	RP11-861A13.4	0.700564191	3.835791351	3.850636739	0.000142145	0.022274067	-0.056947067	3
ENSG00000169271	HSPB3	-0.791321728	4.306917589	-3.834544737	0.000151342	0.023462188	-0.062314146	5
ENSG00000134240	HMGCS2	-0.961260288	7.040862098	-3.803462869	0.000170721	0.025945284	-0.069739974	1
ENSG00000188404	SELL	0.596993438	6.568791271	3.772358485	0.000192445	0.027981361	-0.205547859	1
ENSG00000227507	LTB	0.617357293	6.24236999	3.744334112	0.00021423	0.030417674	-0.317604456	6
ENSG00000164588	HCN1	-0.589363083	1.593307855	-3.794510062	0.000176724	0.026723299	-0.513177582	5
ENSG00000182674	KCNB2	-0.60869729	2.375605257	-3.748327895	0.000210989	0.030098834	-0.533256092	8
ENSG00000226094	RPL7P3	-0.621122318	1.669283973	-3.780300985	0.000186662	0.027399879	-0.542846226	20
ENSG00000156234	CXCL13	1.00136218	4.73384031	3.69807434	0.000255355	0.035171704	-0.555033894	4
ENSG00000159713	TPPP3	-0.63603786	9.252943613	-3.598551957	0.000370351	0.045903768	-0.786389145	16
ENSG00000198848	CES1	-0.685959661	9.886279547	-3.599164417	0.000369514	0.045903768	-0.791824251	16
ENSG00000234449	RP11-706O15.3	-1.020465431	5.637636775	-3.591243462	0.000380479	0.046398466	-0.862596801	X
ENSG00000174123	TLR10	0.606265448	5.271429852	3.594380413	0.0003761	0.046165673	-0.883811431	4
